,tceid,ticid,planetNumber,planetCandidateCount,starTeffKelvin,starLoggCgs,orbitalPeriodDays,orbitalPeriodDays_err,planetRadiusEarthRadii,planetRadiusEarthRadii_err,ratioPlanetRadiusToStarRadius,ratioSemiMajorAxisToStarRadius,semiMajorAxisAu,starRadiusSolarRadii,transitDepthPpm,transitDepthPpm_err,transitDurationHours,transitEpochBtjd,transitEpochBtjd_err,transitIngressTimeHours,minImpactParameter,ws_mes,ws_mesphase,expectedtransitcount,chiSquare2,mes,maxses,equilibriumTempKelvin,InsolationFlux
0,00139250626-01,139250626,1,1,3752.0,4.438,31.3318,0.00267395,3.13843,1.1241,0.0287481,65.7255,0.194601,1.0,988.2280000000001,119.204,3.7466,1347.45,0.00189868,0.104707,0.00341183,6.18694,1.79583,2,4.2702,8.606860000000001,7.6734,375.30300000000005,4.68867
1,00139281803-01,139281803,1,1,5818.0,4.42453,30.0046,0.0117272,4.5759,0.6492220000000001,0.0403149,18.9556,0.19204200000000002,1.0397,1252.43,172.62900000000002,4.97579,1348.62,0.0100496,1.9601,0.955717,3.95842,-6.50833,2,1.6484299999999998,8.61389,7.42655,597.34,30.0891
2,00139285666-01,139285666,1,2,5561.91,4.438,0.698056,2.99706e-05,1.30396,0.319271,0.0139042,1.7831099999999998,0.013923900000000001,0.859049,200.875,28.3924,2.47283,1325.47,0.00107539,0.0703411,0.699984,10.505,0.35,81,85.9026,7.67025,4.59272,1927.72,3263.61
3,00139285666-02,139285666,2,2,5561.91,4.438,0.697913,2.77721e-05,1.27712,0.614572,0.0136179,2.18318,0.013922,0.859049,213.24599999999998,26.1335,2.4264,1325.83,0.000986353,0.0401598,0.363446,2.82927,0.49633,80,60.8105,8.90267,3.59044,1927.85,3264.51
4,00139285669-01,139285669,1,1,3260.0,4.438,0.69797,0.000119668,22.1632,17.9022,0.203016,1.28088,0.015406799999999998,1.0,19604.2,1637.01,5.42777,1325.47,0.00499766,2.71388,0.9691719999999999,11.9144,0.34444,81,59.906000000000006,10.4697,3.74261,1158.92,426.31699999999995
5,00139300891-01,139300891,1,2,5380.0,4.42414,0.909372,5.83408e-05,2.01278,2.05091,0.018777000000000002,1.8285799999999999,0.0179642,0.981901,366.69300000000004,50.0413,3.15276,1325.46,0.00179521,0.119273,0.699495,7.09093,0.25694,62,35.9793,8.151769999999999,3.00604,1755.11,2242.52
6,00139300891-02,139300891,2,2,5380.0,4.42414,0.45492200000000005,2.0268499999999997e-05,1.9871400000000001,2.49105,0.0185378,2.16689,0.011320700000000001,0.981901,393.2,39.7448,1.56741,1325.67,0.00101712,0.037000000000000005,0.42361800000000005,3.8987800000000004,0.1201,123,181.266,10.1151,5.4253599999999995,2210.92,5646.89
7,00139370701-01,139370701,1,1,6632.0,4.438,1.12006,6.63985e-05,2.12472,0.360944,0.0128575,1.91393,0.027840499999999997,1.51371,169.743,22.0864,3.5545400000000003,1325.6,0.00164973,0.0966018,0.716097,6.463430000000001,0.7416699999999999,50,27.4904,8.3912,2.93959,2157.84,5123.85
8,00140609384-01,140609384,1,1,5925.5,4.26541,21.6031,0.00404237,6.46235,0.8743989999999999,0.0467383,16.7917,0.15573299999999998,1.26653,1767.61,190.546,4.44803,1327.8,0.00472535,1.5790899999999999,0.9442139999999999,2.84735,-0.36806,3,3.49859,13.3131,11.6316,745.65,73.0567
9,00140659980-01,140659980,1,2,5642.4,3.0,9.44023,5.547189999999999e-05,74.6496,13.7068,0.327094,15.5066,0.0474218,2.0905099999999996,44672.0,44071.7,4.068230000000001,1328.27,0.000158074,2.03412,1.0,261.593,4.45833,6,3506.18,520.391,262.369,1653.08,1764.78
10,00140659980-02,140659980,2,2,5642.4,3.0,9.44008,9.92248e-05,59.9242,10.7048,0.262571,10.6817,0.0474213,2.0905099999999996,28432.3,792.28,5.23163,1332.74,0.000290241,2.6158099999999997,0.9999680000000001,7.04007,0.36944,6,1367.49,272.165,129.983,1653.08,1764.82
11,00140859822-01,140859822,1,1,3186.0,5.02428,24.6791,0.00315482,3.34665,0.640652,0.13100599999999998,68.2629,0.0988429,0.23399999999999999,16105.9,1660.92,2.11898,1334.84,0.0023182,0.7087640000000001,0.8310569999999999,8.68961,11.3167,2,31.4321,14.8829,15.2967,216.308,0.5173840000000001
12,00140940493-01,140940493,1,2,5516.25,4.5031099999999995,0.248928,9.60069e-06,1.72753,1.6800099999999998,0.0173035,2.22492,0.00767421,0.9145110000000001,336.684,29.2475,0.811024,1325.39,0.000663257,0.0188268,0.476001,15.7998,0.12395999999999999,226,169.05900000000003,10.5782,3.15381,2657.14,11780.8
13,00140940493-02,140940493,2,2,5516.25,4.5031099999999995,0.248989,6.73711e-06,1.9922799999999998,1.8698700000000001,0.0199553,2.52772,0.00767546,0.9145110000000001,470.33099999999996,38.4132,0.789981,1325.51,0.00046424300000000003,0.0163524,0.014018200000000001,0.69284,0.06143,226,174.582,16.1024,3.71714,2656.92,11777.0
14,00141028198-01,141028198,1,3,8192.0,4.0945599999999995,28.8196,0.00337118,9.1306,6.53413,0.0397611,70.7637,0.232145,2.10348,1767.22,170.278,3.19086,1342.26,0.00216819,0.125582,0.171396,7.7473399999999994,5.0125,2,1.15752,11.1936,9.03094,1088.11,331.288
15,00141028198-02,141028198,2,3,8192.0,4.0945599999999995,28.8124,0.00373391,8.033719999999999,6.1116,0.0349845,85.4391,0.232106,2.10348,1365.01,169.50799999999998,2.60814,1347.27,0.00196951,0.0922998,0.21521500000000002,4.86867,4.99861,2,1.39479,8.33108,6.2952900000000005,1088.2,331.399
16,00141028198-03,141028198,3,3,8192.0,4.0945599999999995,15.4494,0.00262346,7.22878,5.14067,0.031479200000000006,24.5851,0.153194,2.10348,1097.91,138.111,4.7283,1335.43,0.00358837,0.15895499999999999,0.30747399999999997,3.94805,1.40139,3,11.6319,8.87274,8.13497,1339.46,760.7489999999999
17,00141096071-01,141096071,1,2,4176.0,4.58996,1.57111,5.0611099999999994e-05,2.9946,3.80435,0.0404013,22.2164,0.0229707,0.678956,1895.46,169.18200000000002,0.512827,1325.55,0.00097213,0.0241665,0.426907,8.62919,0.8531299999999999,36,43.3595,11.4907,4.01591,1001.81,238.049
18,00141096071-02,141096071,2,2,4176.0,4.58996,1.5711899999999999,6.69411e-05,2.7425200000000003,3.9732800000000004,0.03700030000000001,19.309,0.0229715,0.678956,1416.48,184.40400000000002,0.475675,1326.4,0.0012908,0.032320999999999996,0.7006439999999999,4.06309,-0.33125,36,31.6303,8.67168,4.26046,1001.79,238.032
19,00141124144-01,141124144,1,1,4549.0,4.438,31.6733,0.00804119,2.89467,1.94957,0.026515300000000002,50.1478,0.19601300000000002,1.0,851.5239999999999,108.205,4.76664,1349.43,0.00569285,0.133267,0.279211,3.33788,12.7681,2,0.09569,7.2648399999999995,5.21022,453.384,9.98583
20,00141152931-01,141152931,1,1,7776.0,4.30126,0.835729,9.008209999999999e-05,7.11688,19.4063,0.0410393,2.10867,0.021294999999999998,1.5885,656.57,116.34899999999999,1.01816,1326.13,0.00288295,0.5090779999999999,0.9983850000000001,10.2776,-0.16204000000000002,68,39.2094,7.5136899999999995,3.5866,2963.49,18227.8
21,00141212720-01,141212720,1,2,3133.0,4.438,1.4682600000000001,0.00046713300000000006,2.13612,3.0816,0.019566999999999998,2.34768,0.0252944,1.0,456.589,145.513,5.03822,1326.46,0.00932684,0.103352,0.019819099999999996,5.84945,0.74039,38,15.5985,7.52762,3.18629,869.242,134.922
22,00141212720-02,141212720,2,2,3133.0,4.438,1.46775,0.000437426,11.3544,9.07894,0.10400699999999999,1.1536,0.0252885,1.0,3837.16,324.232,10.6574,1325.73,0.010051899999999999,5.32869,0.999725,4.81966,1.07789,39,16.9684,8.89403,2.85295,869.3430000000001,134.985
23,00141268467-01,141268467,1,2,6435.0,3.98035,2.0903099999999997,-1.0,69.3108,-1.0,0.32854,7.09404,0.0349532,1.9324599999999998,484320.0,0.0,3.0,1326.46,-1.0,0.751522,0.1,3.9026699999999996,0.32778,0,638177.0,14381.1,3291.06,2111.31,4696.02
24,00141268467-02,141268467,2,2,6435.0,3.98035,2.09028,-1.0,13.7086,-1.0,0.0649798,3.44363,0.0349528,1.9324599999999998,4816.23,-1.0,5.0,1326.23,-1.0,0.316508,0.1,40.7736,0.63056,0,202.25900000000001,492.902,166.204,2111.32,4696.14
25,00141334293-01,141334293,1,2,3137.0,4.438,29.5653,-1.0,9.22564,-1.0,0.0845073,32.5269,0.18721600000000002,1.0,8494.61,-1.0,7.5,1350.8,-1.0,0.590064,0.1,9.1087,5.74444,2,16.5981,21.6444,20.4124,319.915,2.47548
26,00141334293-02,141334293,2,2,3137.0,4.438,30.1736,0.00567739,9.24778,1.0058799999999999,0.08471010000000001,48.3072,0.189776,1.0,8552.25,981.454,5.1762,1326.43,0.00404966,0.404319,0.00929958,6.0539,21.7472,2,5.682119999999999,11.5507,12.4615,317.751,2.40916
27,00141335886-01,141335886,1,6,3331.0,4.438,18.8299,0.00368216,1.5274299999999998,0.28120100000000003,0.013991299999999998,17.7545,0.138587,1.0,201.553,37.8122,5.76445,1328.48,0.00656295,0.16445099999999999,0.723258,8.52478,5.1222199999999996,3,5.36105,15.6031,14.82,394.82599999999996,5.74308
28,00141335886-02,141335886,2,6,3331.0,4.438,30.1895,0.0061453,2.2475,0.360606,0.0205872,32.4329,0.189842,1.0,462.86199999999997,49.7609,5.88347,1349.29,0.00576168,0.182749,0.597855,8.615839999999999,21.9097,2,2.25378,12.4398,11.4836,337.342,3.0605700000000002
29,00141335886-03,141335886,3,6,3331.0,4.438,19.4785,0.0023961,1.5574700000000001,2.1817900000000003,0.0142665,50.268,0.141751,1.0,238.013,36.4607,2.86246,1332.22,0.00403746,0.0443746,0.306354,8.9798,10.0028,3,5.508290000000001,11.1877,10.4828,390.395,5.48955
30,00141335886-04,141335886,4,6,3331.0,4.438,14.5055,0.00282909,1.22084,0.9053950000000001,0.011182899999999999,33.4252,0.11646,1.0,129.596,19.1996,2.3813400000000002,1330.16,0.00575609,0.0528255,0.711943,7.985189999999999,2.51111,4,6.97372,9.497,7.87868,430.70300000000003,8.132639999999999
31,00141335886-05,141335886,5,6,3331.0,4.438,19.5,0.00311687,1.51918,2.5853900000000003,0.013915700000000001,54.4173,0.141855,1.0,228.123,30.2585,2.6939900000000003,1342.18,0.00336969,0.039292400000000005,0.24434699999999998,5.49765,9.70555,3,0.55758,9.723989999999999,7.440930000000001,390.251,5.48148
32,00141335886-06,141335886,6,6,3331.0,4.438,11.9783,0.00299052,1.33261,0.265217,0.012206700000000001,8.63312,0.10250699999999999,1.0,168.31799999999998,24.8378,9.42746,1328.4,0.00900582,0.149311,0.488692,4.057980000000001,2.5,5,2.56482,8.60288,5.68919,459.082,10.4974
33,00141413932-01,141413932,1,1,5424.0,4.42483,14.322000000000001,0.0066947000000000005,2.31292,1.21248,0.0214595,11.4386,0.11334200000000001,0.987275,537.014,85.7645,9.34229,1337.46,0.0125237,0.216295,0.304007,1.95619,-2.05417,4,0.25911,8.30333,6.4589300000000005,706.3739999999999,58.8381
34,00141435705-01,141435705,1,2,7369.0,4.02082,0.234306,1.2122999999999999e-05,3.30842,1.56019,0.0144717,4.32026,0.0,2.0941099999999997,228.84900000000002,28.1648,0.393719,1325.5,0.00058903,0.0066758,0.384209,8.32974,0.07081,240,184.84900000000002,8.80879,3.5905400000000003,0.0,0.0
35,00141435705-02,141435705,2,2,7369.0,4.02082,0.23431,9.51937e-06,3.6728,2.45528,0.0160656,3.66661,0.0,2.0941099999999997,287.947,36.7284,0.5002949999999999,1325.3,0.00130105,0.00819318,0.1,7.3589199999999995,0.12604,240,134.441,8.737210000000001,3.17191,0.0,0.0
36,00141484981-01,141484981,1,2,8130.0,4.36343,0.337461,1.3376500000000001e-05,2.1631,0.34975100000000003,0.0129132,2.77359,0.011923600000000001,1.53441,186.197,16.3957,0.96378,1325.53,0.000750425,0.012868200000000002,4.7781e-05,12.9413,0.16801,166,96.971,12.2619,2.82071,4069.57,64821.2
37,00141484981-02,141484981,2,2,8130.0,4.36343,0.33753299999999997,1.0427300000000001e-05,2.44329,1.7948,0.014585800000000001,2.4074299999999997,0.011925299999999998,1.53441,237.59799999999998,14.2938,1.12175,1325.35,0.000592677,0.017174599999999998,0.0015382,0.0,0.16806,167,134.287,13.8276,3.4562,4069.28,64802.7
38,00141526439-01,141526439,1,1,3609.0,4.7301400000000005,52.9183,0.0165697,2.06733,0.611583,0.036941,27.9398,0.22121,0.512624,1609.14,189.43599999999998,15.0062,1327.17,0.0121431,0.534884,0.0113748,1.8421,-1.65972,2,0.09339,9.92329,8.55219,242.424,0.8162510000000001
39,00141527579-01,141527579,1,1,3570.0,4.83196,15.0887,0.00237463,1.8596400000000002,1.80085,0.040081,57.8886,0.0914471,0.425,1892.02,284.994,2.0708900000000003,1328.94,0.00447033,0.0798334,0.0165767,2.77907,-3.00833,4,2.35458,7.324389999999999,4.68724,339.601,3.1434
40,00141606958-01,141606958,1,2,5204.23,4.77007,0.68779,4.03848e-05,1.7024299999999999,0.871337,0.018525200000000002,1.9777799999999999,0.017550299999999998,0.841791,390.785,44.0252,2.5702700000000003,1325.73,0.00156295,0.0647172,0.47214700000000004,10.0132,0.33915,82,71.0485,7.48128,6.421469999999999,1590.41,1512.0
41,00141606958-02,141606958,2,2,5204.23,4.77007,0.6876939999999999,4.4529399999999994e-05,1.55406,1.47576,0.0169107,2.62605,0.0175487,0.841791,335.423,39.8072,1.9876200000000002,1325.37,0.00164805,0.0387391,0.328546,5.38115,0.18056,82,71.3331,7.640289999999999,2.7962700000000003,1590.48,1512.28
42,00141607553-01,141607553,1,1,5993.82,4.3939,23.0009,0.00383591,4.55039,1.37988,0.0389419,61.0852,0.160191,1.07036,1740.42,215.733,2.92279,1348.12,0.00331109,0.114772,0.217016,4.64559,1.29583,2,0.06767999999999999,9.78358,7.24593,683.6619999999999,51.6282
43,00141608198-01,141608198,1,1,3275.0,4.438,9.01014,0.0009853989999999999,7.0510600000000005,1.13802,0.06458799999999999,30.4958,0.0847832,1.0,4415.46,388.959,1.8702599999999998,1329.82,0.00336206,0.1968,0.668773,3.22214,-1.25555,6,3.07266,12.3134,6.43091,496.305,14.3389
44,00141622065-01,141622065,1,1,6640.1,4.2352099999999995,1.46396,8.29094e-06,60.7015,10.9336,0.38971999999999996,2.1186,0.0273825,1.42674,161542.0,375.99699999999996,7.59691,1326.31,0.000172738,2.89889,0.513868,2.63665,0.5625,38,870.181,190.877,41.243,2114.96,4728.56
45,00141624979-01,141624979,1,1,4922.25,4.68056,30.3585,0.0123625,3.00358,1.11976,0.031029,36.0067,0.211856,0.886684,1016.62,163.274,5.01497,1349.41,0.00965995,0.27156199999999997,0.676109,2.55973,22.1305,2,6.10193,7.4705,6.804460000000001,444.344,9.21294
46,00141708335-01,141708335,1,1,3384.0,4.92123,4.76074,0.000573611,1.9600400000000002,0.346694,0.0547379,6.91224,0.0381883,0.32799999999999996,2579.54,181.13299999999998,2.88247,1328.66,0.00364936,0.712321,0.904493,3.01805,-1.02639,12,32.3031,14.4346,6.85645,437.61699999999996,8.66756
47,00141712167-01,141712167,1,1,5875.0,4.32736,0.433041,2.42148e-05,1.43353,2.19913,0.0112029,5.16026,0.0114448,1.17212,143.607,21.4618,0.623873,1325.72,0.00124647,0.00767377,0.29975300000000005,2.14311,0.17364000000000002,130,124.035,8.33531,3.40624,2623.5,11195.6
